dégazage	m	dégazages
dégazolinage	m	dégazolinages
dégazonnage	m	dégazonnages
dégazonnement	m	dégazonnements
dégaînage	m	dégaînages
dégel	m	dégels
dégelage	m	dégelages
dégelée	f	dégelées
dégermage	m	dégermages
dégingandage	m	dégingandages
dégingandement	m	dégingandements
dégivrage	m	dégivrages
dégivrant	m	dégivrants
dégivreur	m	dégivreurs
déglacement	m	déglacements
déglaciation	f	déglaciations
déglaisage	m	déglaisages
déglaçage	m	déglaçages
déglinguage	m	déglinguages
déglinguement	m	déglinguements
dégluement	m	dégluements
déglutination	f	déglutinations
déglutition	f	déglutitions
dégobillade	f	dégobillades
dégobillage	m	dégobillages
dégoisade	f	dégoisades
dégoisement	m	dégoisements
dégommage	m	dégommages
dégondage	m	dégondages
dégonflage	m	dégonflages
dégonfle	f	dégonfles
dégonflement	m	dégonflements
dégonflé	m	dégonflés
dégonflée	f	dégonflées
dégorgeage	m	dégorgeages
dégorgement	m	dégorgements
dégorgeoir	m	dégorgeoirs
dégoudronnage	m	dégoudronnages
dégoulinade	f	dégoulinades
dégoulinage	m	dégoulinages
dégoulinement	m	dégoulinements
dégoulinis	m	dégoulinis
dégoupillage	m	dégoupillages
dégourdi	m	dégourdis
dégourdie	f	dégourdies
dégourdissement	m	dégourdissements
dégouttement	m	dégouttements
dégoût	m	dégoûts
dégoûtant	m	dégoûtants
dégoûtante	f	dégoûtantes
dégoûtation	f	dégoûtations
dégoûté	m	dégoûtés
dégoûtée	f	dégoûtées
dégradateur	m	dégradateurs
dégradation	f	dégradations
dégradement	m	dégradements
dégradé	m	dégradés
dégraissage	m	dégraissages
dégraissant	m	dégraissants
dégraissement	m	dégraissements
dégravage	m	dégravages
dégravement	m	dégravements
dégressivité	f	dégressivités
dégriffage	m	dégriffages
dégriffe	f	dégriffes
dégriffé	m	dégriffés
dégringolade	f	dégringolades
dégringolement	m	dégringolements
dégrippage	m	dégrippages
dégrisage	m	dégrisages
dégrisement	m	dégrisements
dégrossage	m	dégrossages
dégrossi	m	dégrossis
dégrossissage	m	dégrossissages
dégrossissement	m	dégrossissements
dégroupage	m	dégroupages
dégroupement	m	dégroupements
dégrèvement	m	dégrèvements
dégréement	m	dégréements
déguenillé	m	déguenillés
déguenillée	f	déguenillées
déguerpissement	m	déguerpissements
dégueulade	f	dégueulades
dégueulage	m	dégueulages
dégueulement	m	dégueulements
déguisement	m	déguisements
déguisé	m	déguisés
déguisée	f	déguisées
dégurgitation	f	dégurgitations
dégustateur	m	dégustateurs
dégustation	f	dégustations
dégât	m	dégâts
dégèlement	m	dégèlements
dégénération	f	dégénérations
dégénérescence	f	dégénérescences
dégénéré	m	dégénérés
dégénérée	f	dégénérées
déhalage	m	déhalages
déhanchement	m	déhanchements
déharnachement	m	déharnachements
déhiscence	f	déhiscences
déhouillement	m	déhouillements
déictique	m	déictiques
déification	f	déifications
déisme	m	déismes
déité	f	déités
déjantage	m	déjantages
déjantement	m	déjantements
déjaugeage	m	déjaugeages
déjaugement	m	déjaugements
déjection	f	déjections
déjettement	m	déjettements
déjeuner	m	dej
déjouement	m	déjouements
déjugement	m	déjugements
déjà-vu	m	déjà-vu
déjètement	m	déjètements
délabialisation	f	délabialisations
délabrement	m	délabrements
délai	m	délais
délai-congé	m	délais-congés
délaiement	m	délaiements
délainage	m	délainages
délaissement	m	délaissements
délaissé	m	délaissés
délaissée	f	délaissées
délaitage	m	délaitages
délaitement	m	délaitements
délaiteuse	f	délaiteuses
délaminage	m	délaminages
délardage	m	délardages
délardement	m	délardements
délassement	m	délassements
délateur	m	délateurs
délatrice	f	délatrices
délation	f	délations
délavage	m	délavages
délavement	m	délavements
délayage	m	délayages
délayement	m	délayements
délayure	f	délayures
délayé	m	délayés
délaçage	m	délaçages
délectation	f	délectations
délestage	m	délestages
déliage	m	déliages
délibératif	m	délibératifs
délibération	f	délibérations
délibéré	m	délibérés
délicat	m	délicats
délicate	f	délicates
délicatesse	f	délicatesses
délice	m	délices
déliement	m	déliements
délignage	m	délignages
déligneuse	f	déligneuses
délignification	f	délignifications
délimitation	f	délimitations
délimiteur	m	délimiteurs
délinquance	f	délinquances
délinquant	m	délinquants
délinquante	f	délinquantes
délinéament	m	délinéaments
délinéation	f	délinéations
déliquescence	f	déliquescences
délire	m	délires
délissage	m	délissages
délit	m	délits
délitage	m	délitages
délitement	m	délitements
délitescence	f	délitescences
délivrage	m	délivrages
délivraison	f	délivraisons
délivrance	f	délivrances
délivre	m	délivres
délivrement	m	délivrements
délivreur	m	délivreurs
délié	m	déliés
délocalisation	f	délocalisations
délogement	m	délogements
délot	m	délots
déloyauté	f	déloyautés
déluge	m	déluges
délustrage	m	délustrages
délutage	m	délutages
délégant	m	délégants
délégateur	m	délégateurs
délégatrice	f	délégatrices
délégation	f	délégations
délégitimation	f	délégitimations
délégué	m	délégués
déléguée	f	déléguées
délétion	f	délétions
démaclage	m	démaclages
démagnétisation	f	démagnétisations
démagogie	f	démagogies
démaigrissement	m	démaigrissements
démaillage	m	démaillages
démaillotage	m	démaillotages
démanchage	m	démanchages
démanchement	m	démanchements
démanché	m	démanchés
démangeaison	f	démangeaisons
démanteleur	m	démanteleurs
démanteleuse	f	démanteleuses
démantibulage	m	démantibulages
démantibulation	f	démantibulations
démantèlement	m	démantèlements
démaquillage	m	démaquillages
démaquillant	m	démaquillants
démarcage	m	démarcages
démarcation	f	démarcations
démarchage	m	démarchages
démarche	f	démarches
démarcheur	m	démarcheurs
démarcheuse	f	démarcheuses
démariage	m	démariages
démarquage	m	démarquages
démarqueur	m	démarqueurs
démarrage	m	démarrages
démarreur	m	démarreurs
démasclage	m	démasclages
démasculinisation	f	démasculinisations
démasquage	m	démasquages
démasquement	m	démasquements
démasticage	m	démasticages
démastiquage	m	démastiquages
dématérialisation	f	dématérialisations
démembrement	m	démembrements
démence	f	démences
dément	m	déments
démente	f	démentes
démenti	m	démentis
démerdard	m	démerdards
démesure	f	démesures
démeublement	m	démeublements
démilitarisation	f	démilitarisations
déminage	m	déminages
démineur	m	démineurs
déminéralisation	f	déminéralisations
démission	f	démissions
démissionnée	f	démissionnées
démixtage	m	démixtages
démo	f	démos
démobilisation	f	démobilisations
démobilisé	m	démobilisés
démocrate-chrétien	m	démocrates-chrétiens
démocrate-chrétienne	f	démocrates-chrétiennes
démocratie	f	démocraties
démocratisation	f	démocratisations
démocrature	f	démocratures
démodulateur	m	démodulateurs
démodulation	f	démodulations
démographie	f	démographies
démolissage	m	démolissages
démolissement	m	démolissements
démolisseur	m	démolisseurs
démolition	f	démolitions
démon	m	démons
démone	f	démones
démonisme	m	démonismes
démonologie	f	démonologies
démonomanie	f	démonomanies
démonstrateur	m	démonstrateurs
démonstratrice	f	démonstratrices
démonstratif	m	démonstratifs
démonstration	f	démonstrations
démontage	m	démontages
démonétisation	f	démonétisations
démoralisateur	m	démoralisateurs
démoralisatrice	f	démoralisatrices
démoralisation	f	démoralisations
démotique	m	démotiques
démotivation	f	démotivations
démoulage	m	démoulages
démoulant	m	démoulants
démoustication	f	démoustications
démoustiquage	m	démoustiquages
démucilagination	f	démucilaginations
démultiplicateur	m	démultiplicateurs
démultiplication	f	démultiplications
démunition	f	démunitions
démusèlement	m	démusèlements
démutisation	f	démutisations
démystificateur	m	démystificateurs
démystificatrice	f	démystificatrices
démystification	f	démystifications
démythification	f	démythifications
démythisation	f	démythisations
démâtage	m	démâtages
démâtement	m	démâtements
démènement	m	démènements
déméchage	m	déméchages
déménagement	m	déménagements
déménageur	m	déménageurs
démérite	m	démérites
déméthanisation	f	déméthanisations
démêlage	m	démêlages
démêlant	m	démêlants
démêlement	m	démêlements
démêloir	m	démêloirs
démêlure	f	démêlures
démêlé	m	démêlés
dénasalisation	f	dénasalisations
dénatalité	f	dénatalités
dénationalisation	f	dénationalisations
dénaturalisation	f	dénaturalisations
dénaturant	m	dénaturants
dénaturation	f	dénaturations
dénaturement	m	dénaturements
dénazification	f	dénazifications
déneigeage	m	déneigeages
déneigement	m	déneigements
dénervation	f	dénervations
déni	m	dénis
déniaisement	m	déniaisements
dénichage	m	dénichages
dénichement	m	dénichements
dénicheur	m	dénicheurs
dénicheuse	f	dénicheuses
dénicotinisation	f	dénicotinisations
dénicotiniseur	m	dénicotiniseurs
déniement	m	déniements
dénigration	f	dénigrations
dénigrement	m	dénigrements
dénigreur	m	dénigreurs
dénitrification	f	dénitrifications
dénivellation	f	dénivellations
dénivellement	m	dénivellements
dénivelé	m	dénivelés
dénivelée	f	dénivelées
dénivélation	f	dénivélations
dénoiement	m	dénoiements
dénombrement	m	dénombrements
dénominateur	m	dénominateurs
dénomination	f	dénominations
dénoncement	m	dénoncements
dénonciateur	m	dénonciateurs
dénonciatrice	f	dénonciatrices
dénonciation	f	dénonciations
dénotage	m	dénotages
dénotation	f	dénotations
dénouage	m	dénouages
dénouement	m	dénouements
dénoyage	m	dénoyages
dénoyautage	m	dénoyautages
dénoûment	m	dénoûments
dénucléarisation	f	dénucléarisations
dénudage	m	dénudages
dénudation	f	dénudations
dénudement	m	dénudements
dénuement	m	dénuements
dénutrition	f	dénutritions
dénébulation	f	dénébulations
dénégation	f	dénégations
déodorant	m	déodorants
déodorisation	f	déodorisations
déontologie	f	déontologies
dépaillage	m	dépaillages
dépalissage	m	dépalissages
dépannage	m	dépannages
dépanneur	m	dépanneurs
dépanneuse	f	dépanneuses
dépanneuse	f	dépanneuses
dépaquetage	m	dépaquetages
déparaffinage	m	déparaffinages
déparasitage	m	déparasitages
dépareillage	m	dépareillages
dépareillement	m	dépareillements
départ	m	départs
départage	m	départages
départagement	m	départagements
département	m	dept.
départementale	f	départementales
départementalisation	f	départementalisations
départicularisation	f	départicularisations
départie	f	départies
départition	f	départitions
dépassant	m	dépassants
dépassement	m	dépassements
dépassionnement	m	dépassionnements
dépavage	m	dépavages
dépavement	m	dépavements
dépaysement	m	dépaysements
dépeceur	m	dépeceurs
dépendance	f	dépendances
dépendant	m	dépendants
dépendeur	m	dépendeurs
dépendeuse	f	dépendeuses
dépense	f	dépenses
dépensier	m	dépensiers
dépensière	f	dépensières
déperdition	f	déperditions
dépersonnalisation	f	dépersonnalisations
dépeuplement	m	dépeuplements
dépeçage	m	dépeçages
déphasage	m	déphasages
déphosphorage	m	déphosphorages
déphosphoration	f	déphosphorations
dépiautage	m	dépiautages
dépiautement	m	dépiautements
dépicage	m	dépicages
dépierrage	m	dépierrages
dépilage	m	dépilages
dépilation	f	dépilations
dépilatoire	m	dépilatoires
dépilement	m	dépilements
dépiquage	m	dépiquages
dépistage	m	dépistages
dépit	m	dépits
dépitonnage	m	dépitonnages
dépiècement	m	dépiècements
dépiéçage	m	dépiéçages
déplacement	m	déplacements
déplacé	m	déplacés
déplafonnement	m	déplafonnements
déplaisir	m	déplaisirs
déplantage	m	déplantages
déplantation	f	déplantations
déplantoir	m	déplantoirs
dépliage	m	dépliages
dépliant	m	dépliants
dépliement	m	dépliements
déplissage	m	déplissages
déplissement	m	déplissements
déploiement	m	déploiements
déplombage	m	déplombages
déploration	f	déplorations
déplumage	m	déplumages
déplâtrage	m	déplâtrages
dépointage	m	dépointages
dépolarisant	m	dépolarisants
dépolarisation	f	dépolarisations
dépolissage	m	dépolissages
dépolissement	m	dépolissements
dépolitisation	f	dépolitisations
dépolluant	m	dépolluants
dépollution	f	dépollutions
dépolymérisation	f	dépolymérisations
déponent	m	déponents
dépopularisation	f	dépopularisations
dépopulation	f	dépopulations
déport	m	déports
déportance	f	déportances
déportation	f	déportations
déportement	m	déportements
déporté	m	déportés
déportée	f	déportées
déposant	m	déposants
déposante	f	déposantes
dépose	f	déposes
déposement	m	déposements
déposition	f	dépositions
dépossession	f	dépossessions
dépotage	m	dépotages
dépotement	m	dépotements
dépotoir	m	dépotoirs
dépouillage	m	dépouillages
dépouille	f	dépouilles
dépouillement	m	dépouillements
dépouillé	m	dépouillés
dépoussiérage	m	dépoussiérages
dépoussiérant	m	dépoussiérants
dépoussiéreur	m	dépoussiéreurs
dépoétisation	f	dépoétisations
dépravation	f	dépravations
dépravé	m	dépravés
dépravée	f	dépravées
dépressif	m	dépressifs
dépressive	f	dépressives
dépression	f	dépressions
dépressurisation	f	dépressurisations
déprimant	m	déprimants
déprime	f	déprimes
déprimé	m	déprimés
déprimée	f	déprimées
dépris	m	dépris
déprise	f	déprises
déprogrammation	f	déprogrammations
déprolétarisation	f	déprolétarisations
déprovincialisation	f	déprovincialisations
déprécation	f	déprécations
dépréciateur	m	dépréciateurs
dépréciatrice	f	dépréciatrices
dépréciation	f	dépréciations
déprédateur	m	déprédateurs
déprédatrice	f	déprédatrices
déprédation	f	déprédations
dépsychiatrisation	f	dépsychiatrisations
dépucelage	m	dépucelages
dépulpage	m	dépulpages
dépulpation	f	dépulpations
dépuratif	m	dépuratifs
dépuration	f	dépurations
députation	f	députations
député	m	députés
députée	f	députées
dépècement	m	dépècements
dépénalisation	f	dépénalisations
dépérissement	m	dépérissements
dépêche	f	dépêches
dépêchement	m	dépêchements
dépêtrement	m	dépêtrements
dépôt	m	dépôts
déqualification	f	déqualifications
déracinage	m	déracinages
déracinement	m	déracinements
déraciné	m	déracinés
déracinée	f	déracinées
déradage	m	déradages
déraidissement	m	déraidissements
déraillage	m	déraillages
déraillement	m	déraillements
dérailleur	m	dérailleurs
déraison	f	déraisons
déraisonnement	m	déraisonnements
déraisonnée	f	déraisonnées
déralinguage	m	déralinguages
déramage	m	déramages
dérange	f	déranges
dérangement	m	dérangements
dérangé	m	dérangés
dérangée	f	dérangées
dérapage	m	dérapages
dérapement	m	dérapements
dérase	f	dérases
dérasement	m	dérasements
dératage	m	dératages
dérationalisation	f	dérationalisations
dératisation	f	dératisations
dératé	m	dératés
dératée	f	dératées
dérayage	m	dérayages
dérayure	f	dérayures
déreliage	m	déreliages
déresponsabilisation	f	déresponsabilisations
déridage	m	déridages
dérision	f	dérisions
dérivable	f	dérivables
dérivatif	m	dérivatifs
dérivation	f	dérivations
dérive	f	dérives
dérivement	m	dérivements
dérivetage	m	dérivetages
dériveur	m	dériveurs
dérivé	m	dérivés
dérivée	f	dérivées
dérobade	f	dérobades
dérobage	m	dérobages
dérobement	m	dérobements
dérobée	f	dérobées
dérochage	m	dérochages
dérochement	m	dérochements
dérogation	f	dérogations
dérogeance	f	dérogeances
dérouillage	m	dérouillages
dérouillement	m	dérouillements
dérouillée	f	dérouillées
déroulage	m	déroulages
déroulement	m	déroulements
dérouleur	m	dérouleurs
dérouleuse	f	dérouleuses
déroutage	m	déroutages
déroute	f	déroutes
déroutement	m	déroutements
dérèglement	m	dérèglements
déréalisation	f	déréalisations
déréférencement	m	déréférencements
déréglage	m	déréglages
déréglementation	f	déréglementations
dérégulation	f	dérégulations
déréliction	f	dérélictions
dérépression	f	dérépressions
désabonnement	m	désabonnements
désabusement	m	désabusements
désabusé	m	désabusés
désabusée	f	désabusées
désaccord	m	désaccords
désaccordage	m	désaccordages
désaccordement	m	désaccordements
désaccouplage	m	désaccouplages
désaccouplement	m	désaccouplements
désaccoutumance	f	désaccoutumances
désachalandage	m	désachalandages
désacralisation	f	désacralisations
désactivation	f	désactivations
désadaptation	f	désadaptations
désaffectation	f	désaffectations
désaffection	f	désaffections
désaffiliation	f	désaffiliations
désaffleurement	m	désaffleurements
désagrègement	m	désagrègements
désagrégation	f	désagrégations
désagrégement	m	désagrégements
désagrément	m	désagréments
désailage	m	désailages
désaimantation	f	désaimantations
désajustement	m	désajustements
désalignement	m	désalignements
désaliénation	f	désaliénations
désaltèrement	m	désaltèrements
désaltération	f	désaltérations
désamarrage	m	désamarrages
désambiguïsation	f	désambiguïsations
désamidonnage	m	désamidonnages
désamination	f	désaminations
désamorçage	m	désamorçages
désamour	m	désamours
désancrage	m	désancrages
désangoissement	m	désangoissements
désannexion	f	désannexions
désannonce	f	désannonces
désappareillage	m	désappareillages
désappariement	m	désappariements
désappointement	m	désappointements
désapprentissage	m	désapprentissages
désapprobation	f	désapprobations
désappropriation	f	désappropriations
désapprovisionnement	m	désapprovisionnements
désappréciation	f	désappréciations
désargentage	m	désargentages
désargentation	f	désargentations
désargentement	m	désargentements
désargenture	f	désargentures
désarmement	m	désarmements
désarrimage	m	désarrimages
désarroi	m	désarrois
désarticulation	f	désarticulations
désarçonnement	m	désarçonnements
désassemblage	m	désassemblages
désassimilation	f	désassimilations
désassortiment	m	désassortiments
désastre	m	désastres
désatomisation	f	désatomisations
désaturation	f	désaturations
désavantage	m	désavantages
désaveu	m	désaveux
désavouement	m	désavouements
désaxage	m	désaxages
désaxation	f	désaxations
désaxement	m	désaxements
désaxé	m	désaxés
désaxée	f	désaxées
désaérage	m	désaérages
désaération	f	désaérations
déscolarisation	f	déscolarisations
désectorisation	f	désectorisations
désemballage	m	désemballages
désembarquement	m	désembarquements
désembourbage	m	désembourbages
désembourbement	m	désembourbements
désembourgeoisement	m	désembourgeoisements
désembouteillage	m	désembouteillages
désembrayage	m	désembrayages
désembrouillage	m	désembrouillages
désembrouillement	m	désembrouillements
désembuage	m	désembuages
désemparement	m	désemparements
désempilage	m	désempilages
désempilement	m	désempilements
désempoussiérage	m	désempoussiérages
désencadrement	m	désencadrements
désencartage	m	désencartages
désenchantement	m	désenchantements
désenchaînement	m	désenchaînements
désenchevêtrement	m	désenchevêtrements
désenclavage	m	désenclavages
désenclavement	m	désenclavements
désencombrement	m	désencombrements
désencordement	m	désencordements
désencrassement	m	désencrassements
désendettement	m	désendettements
désenflement	m	désenflements
désenflure	f	désenflures
désenfournage	m	désenfournages
désenfumage	m	désenfumages
désengagement	m	désengagements
désengorgement	m	désengorgements
désengourdissement	m	désengourdissements
désengrènement	m	désengrènements
désennui	m	désennuis
désenrayage	m	désenrayages
désensablage	m	désensablages
désensablement	m	désensablements
désensibilisant	m	désensibilisants
désensibilisateur	m	désensibilisateurs
désensibilisation	f	désensibilisations
désensimage	m	désensimages
désensorcellement	m	désensorcellements
désensorcèlement	m	désensorcèlements
désentoilage	m	désentoilages
désentortillement	m	désentortillements
désentrelacement	m	désentrelacements
désentrelaçage	m	désentrelaçages
désenvasage	m	désenvasages
désenvasement	m	désenvasements
désenveloppement	m	désenveloppements
désenvoûtement	m	désenvoûtements
désert	m	déserts
déserteur	m	déserteurs
désertification	f	désertifications
désertion	f	désertions
désescalade	f	désescalades
désespoir	m	désespoirs
désespérance	f	désespérances
désespération	f	désespérations
désespéré	m	désespérés
désespérée	f	désespérées
désexcitation	f	désexcitations
désexualisation	f	désexualisations
déshabillage	m	déshabillages
déshabillement	m	déshabillements
déshabillé	m	déshabillés
déshabitation	f	déshabitations
déshabituation	f	déshabituations
désherbage	m	désherbages
désherbant	m	désherbants
désherbement	m	désherbements
désheurage	m	désheurages
désheurement	m	désheurements
déshonneur	m	déshonneurs
déshonnêteté	f	déshonnêtetés
déshuilage	m	déshuilages
déshumanisation	f	déshumanisations
déshumidification	f	déshumidifications
déshydratant	m	déshydratants
déshydratation	f	déshydratations
déshydrogénation	f	déshydrogénations
déshérence	f	déshérences
déshéritage	m	déshéritages
déshéritement	m	déshéritements
déshérité	m	déshérités
déshéritée	f	déshéritées
désidérabilité	f	désidérabilités
désignation	f	désignations
désignification	f	désignifications
désiliciage	m	désiliciages
désillusion	f	désillusions
désillusionnement	m	désillusionnements
désincarnation	f	désincarnations
désincrustant	m	désincrustants
désincrustation	f	désincrustations
désindexation	f	désindexations
désindividualisation	f	désindividualisations
désindustrialisation	f	désindustrialisations
désinence	f	désinences
désinfectation	f	désinfectations
désinfection	f	désinfections
désinflation	f	désinflations
désinformation	f	désinformations
désinsectisation	f	désinsectisations
désinsertion	f	désinsertions
désintellectualisation	f	désintellectualisations
désintoxication	f	désintoxications
désintégration	f	désintégrations
désintéressement	m	désintéressements
désintérêt	m	désintérêts
désinvestissement	m	désinvestissements
désinvolte	m	désinvoltes
désinvolture	f	désinvoltures
désir	m	désirs
désistement	m	désistements
désobligeance	f	désobligeances
désobstruction	f	désobstructions
désobéissance	f	désobéissances
désodorisant	m	désodorisants
désodorisation	f	désodorisations
désoeuvrement	m	désoeuvrements
désoeuvré	m	désoeuvrés
désoeuvrée	f	désoeuvrées
désolation	f	désolations
désolement	m	désolements
désolidarisation	f	désolidarisations
désoperculage	m	désoperculages
désoperculation	f	désoperculations
désopilation	f	désopilations
désopilement	m	désopilements
désorbitage	m	désorbitages
désordonnance	f	désordonnances
désordonnement	m	désordonnements
désordre	m	désordres
désorganisateur	m	désorganisateurs
désorganisatrice	f	désorganisatrices
désorganisation	f	désorganisations
désorientation	f	désorientations
désorientement	m	désorientements
désorption	f	désorptions
désossage	m	désossages
désossement	m	désossements
désoxydant	m	désoxydants
désoxydation	f	désoxydations
désoxygénation	f	désoxygénations
déspiritualisation	f	déspiritualisations
déspécialisation	f	déspécialisations
déstabilisation	f	déstabilisations
déstalinisation	f	déstalinisations
déstockage	m	déstockages
déstructuration	f	déstructurations
désubjectivisation	f	désubjectivisations
désulfitage	m	désulfitages
désulfuration	f	désulfurations
désunion	f	désunions
désurbanisation	f	désurbanisations
désuétude	f	désuétudes
désynchronisation	f	désynchronisations
désyndicalisation	f	désyndicalisations
déséchouage	m	déséchouages
déséchouement	m	déséchouements
déséducation	f	déséducations
déségrégation	f	déségrégations
désépaississement	m	désépaississements
désépargne	f	désépargnes
déséquilibrage	m	déséquilibrages
déséquilibration	f	déséquilibrations
déséquilibre	m	déséquilibres
déséquilibrement	m	déséquilibrements
déséquilibré	m	déséquilibrés
déséquilibrée	f	déséquilibrées
déséquipement	m	déséquipements
désétatisation	f	désétatisations
détachage	m	détachages
détachant	m	détachants
détachement	m	détachements
détacheur	m	détacheurs
détail	m	détails
détaillage	m	détaillages
détaillant	m	détaillants
détaillante	f	détaillantes
détalage	m	détalages
détalement	m	détalements
détartrage	m	détartrages
détartrant	m	détartrants
détartreur	m	détartreurs
détaxation	f	détaxations
détaxe	f	détaxes
détectage	m	détectages
détecteur	m	détecteurs
détectrice	f	détectrices
détection	f	détections
détectrice	f	détectrices
dételage	m	dételages
détendeur	m	détendeurs
détension	f	détensions
détente	f	détentes
détenteur	m	détenteurs
détentrice	f	détentrices
détention	f	détentions
détenu	m	détenus
détenue	f	détenues
détergence	f	détergences
détergent	m	détergents
déterminant	m	déterminants
déterminatif	m	déterminatifs
détermination	f	déterminations
déterminisme	m	déterminismes
déterminé	m	déterminés
déterrage	m	déterrages
déterrement	m	déterrements
déterreur	m	déterreurs
déterré	m	déterrés
déterrée	f	déterrées
détersif	m	détersifs
détersion	f	détersions
détestation	f	détestations
détimbrage	m	détimbrages
détimbrement	m	détimbrements
détirement	m	détirements
détireuse	f	détireuses
détiré	m	détirés
détissage	m	détissages
détonant	m	détonants
détonateur	m	détonateurs
détonation	f	détonations
détorsion	f	détorsions
détortillage	m	détortillages
détortillement	m	détortillements
détour	m	détours
détourage	m	détourages
détourement	m	détourements
détournage	m	détournages
détournement	m	détournements
détourné	m	détournés
détoxication	f	détoxications
détoxification	f	détoxifications
détractation	f	détractations
détracteur	m	détracteurs
détractrice	f	détractrices
détraction	f	détractions
détraquage	m	détraquages
détraquement	m	détraquements
détraqué	m	détraqués
détraquée	f	détraquées
détrempage	m	détrempages
détrempe	f	détrempes
détressage	m	détressages
détresse	f	détresses
détribalisation	f	détribalisations
détriment	m	détriments
détriplement	m	détriplements
détritage	m	détritages
détritique	m	détritiques
détritus	m	détritus
détrocage	m	détrocages
détroit	m	détroits
détrompage	m	détrompages
détroquage	m	détroquages
détroussage	m	détroussages
détroussement	m	détroussements
détrousseur	m	détrousseurs
détrônation	f	détrônations
détrônement	m	détrônements
détumescence	f	détumescences
détérioration	f	détériorations
détériorement	m	détériorements
détérioré	m	détériorés
détériorée	f	détériorées
dévagination	f	dévaginations
dévalade	f	dévalades
dévalaison	f	dévalaisons
dévalement	m	dévalements
dévalorisation	f	dévalorisations
dévaluation	f	dévaluations
dévasage	m	dévasages
dévasement	m	dévasements
dévastateur	m	dévastateurs
dévastatrice	f	dévastatrices
dévastation	f	dévastations
dévastement	m	dévastements
déveine	f	déveines
développante	f	développantes
développement	m	développements
développeur	m	développeurs
développeuse	f	développeuses
développé	m	développés
développée	f	développées
déveloutement	m	déveloutements
déventement	m	déventements
déverbal	m	déverbaux
déverglaçage	m	déverglaçages
dévergondade	f	dévergondades
dévergondage	m	dévergondages
dévergondé	m	dévergondés
dévergondée	f	dévergondées
dévernissage	m	dévernissages
déverrouillage	m	déverrouillages
dévers	m	dévers
déversage	m	déversages
déverse	f	déverses
déversement	m	déversements
déversion	f	déversions
déversoir	m	déversoirs
déviance	f	déviances
déviant	m	déviants
déviante	f	déviantes
déviateur	m	déviateurs
déviation	f	déviations
déviationnisme	m	déviationnismes
dévidage	m	dévidages
dévidement	m	dévidements
dévideur	m	dévideurs
dévideuse	f	dévideuses
dévidoir	m	dévidoirs
dévirage	m	dévirages
dévirilisation	f	dévirilisations
dévirolage	m	dévirolages
dévisagement	m	dévisagements
dévissage	m	dévissages
dévissement	m	dévissements
dévissé	m	dévissés
dévitalisation	f	dévitalisations
dévitaminisation	f	dévitaminisations
dévitrification	f	dévitrifications
dévoiement	m	dévoiements
dévoilage	m	dévoilages
dévoilement	m	dévoilements
dévoltage	m	dévoltages
dévolteur	m	dévolteurs
dévolu	m	dévolus
dévolution	f	dévolutions
dévorant	m	dévorants
dévoration	f	dévorations
dévorement	m	dévorements
dévoreur	m	dévoreurs
dévoreuse	f	dévoreuses
dévot	m	dévots
dévote	f	dévotes
dévotion	f	dévotions
dévouement	m	dévouements
dévoyé	m	dévoyés
dévoyée	f	dévoyées
dévrillage	m	dévrillages
dévêtement	m	dévêtements
dévêtissement	m	dévêtissements
dîme	f	dîmes
dîner	m	dîners
dînette	f	dînettes
dîneur	m	dîneurs
dîneuse	f	dîneuses
dôme	m	dômes
dû	m	dûs
e-job	m	e-jobs
e-mail	m	e-mails
eau	f	eaux
eau-de-vie	f	eaux-de-vie
eau-forte	f	eaux-fortes
ecballium	m	ecballiums
ecchymose	f	ecchymoses
ecclésiastique	m	ecclésiastiques
eccéité	f	eccéités
ecstasy	m	ecstasys
ectasie	f	ectasies
ecthyma	m	ecthymas
ectoblaste	m	ectoblastes
ectoderme	m	ectodermes
ectopie	f	ectopies
ectoplasme	m	ectoplasmes
ectropion	m	ectropions
ectype	m	ectypes
eczéma	m	eczémas
eczémateux	m	eczémateux
eczémateuse	f	eczémateuses
eczématisation	f	eczématisations
edelweiss	m	edelweiss
effacement	m	effacements
effanage	m	effanages
effanure	f	effanures
effarement	m	effarements
effarouchement	m	effarouchements
effarvatte	f	effarvattes
effaçade	f	effaçades
effaçage	m	effaçages
effaçure	f	effaçures
effecteur	m	effecteurs
effectif	m	effectifs
effectivité	f	effectivités
effectuation	f	effectuations
effendi	m	effendis
effervescence	f	effervescences
effet	m	effets
effeuillage	m	effeuillages
effeuillaison	f	effeuillaisons
effeuillement	m	effeuillements
effeuilleuse	f	effeuilleuses
efficacité	f	efficacités
efficience	f	efficiences
effigie	f	effigies
effilade	f	effilades
effilage	m	effilages
effilement	m	effilements
effilochage	m	effilochages
effiloche	f	effiloches
effilochement	m	effilochements
effilocheur	m	effilocheurs
effilocheuse	f	effilocheuses
effilocheuse	f	effilocheuses
effilochure	f	effilochures
effiloché	m	effilochés
effiloquement	m	effiloquements
effilure	f	effilures
effilé	m	effilés
effleurage	m	effleurages
effleurement	m	effleurements
effloraison	f	effloraisons
efflorescence	f	efflorescences
effluence	f	effluences
effluent	m	effluents
effluvage	m	effluvages
effluve	f	effluves
effondrement	m	effondrements
effondrille	f	effondrilles
efforcement	m	efforcements
effort	m	efforts
effraction	f	effractions
effraie	f	effraies
effritement	m	effritements
effroi	m	effrois
effronterie	f	effronteries
effronté	m	effrontés
